Data;Prec;Temp;Umidade;VentoRaj;Coluna1
2016-10-09;0;12,708333;70,791667;9,7;
2016-10-10;0;14,866667;69,208333;8,6;
2016-10-11;0;17,8125;72,791667;11,7;
2016-10-12;0;19,55;79,791667;9,6;
2016-10-13;1,4;19,05;85,625;10,1;
2016-10-14;0;17,391667;86,791667;8,4;
2016-10-15;,2;18,8375;86,041667;19,8;
2016-10-16;4;20,466667;88,75;20,5;
2016-10-17;27,4;19,304167;88,708333;11;
2016-10-18;1,8;15,443478;87,826087;8,3;
2016-10-19;10,4;17,575;92,416667;14,6;
2016-10-20;12,2;17,470833;84,208333;16,9;
2016-10-21;,4;14,8875;79,916667;11;
2016-10-22;,4;15,375;79,333333;8,1;
2016-10-23;0;18,979167;82,166667;10,2;
2016-10-24;0;18,595833;89,708333;14,6;
2016-10-25;1,4;18,066667;89,208333;16,3;
2016-10-26;1,4;19,704167;87,333333;13,1;
2016-10-27;7,8;15,120833;76,666667;30,6;
2016-10-28;1,6;14,15;68,708333;18,9;
2016-10-29;0;14,266667;75,666667;9,9;
2016-10-30;0;18,304167;69,75;13,4;
2016-10-31;0;20,9125;72,583333;11,7;
2016-11-01;0;20,3125;86,458333;10,6;
2016-11-02;73,4;17,629167;68,791667;20,9;
2016-11-03;0;16,5375;57,208333;7,5;
2016-11-04;0;20,845833;56,875;7,7;
2016-11-05;0;22,7;57,791667;9,3;
2016-11-06;0;21,4625;74;10,8;
2016-11-07;0;23,433333;73,875;8,2;
2016-11-08;0;21,095833;84,041667;6,9;
2016-11-09;0;21,766667;84,5;8,2;
2016-11-10;0;21,629167;63,625;9,5;
2016-11-11;0;18,554167;49,666667;16,5;
2016-11-12;0;17,070833;52,5;10,3;
2016-11-13;0;19,970833;65,5;12,3;
2016-11-14;0;22,704167;72,083333;12;
2016-11-15;0;22,6625;76,375;10,1;
2016-11-16;0;21,2;86,541667;12,1;
2016-11-17;10,4;17,245833;82;16,2;
2016-11-18;9,8;16,241667;67,083333;13,2;
2016-11-19;0;17,620833;61,75;8,4;
2016-11-20;0;18,595833;65,791667;9,3;
2016-11-21;0;17,025;76,583333;12,6;
2016-11-22;0;15,1;73,083333;6,9;
2016-11-23;0;17,2625;67,083333;9,4;
2016-11-24;,2;17,908333;73,666667;9,5;
2016-11-25;0;20,1;71,416667;11;
2016-11-26;0;21,45;81,541667;11,5;
2016-11-27;10;22,379167;84,125;18,7;
2016-11-28;1,4;20,479167;76,833333;9,8;
2016-11-29;0;18,195833;73,791667;10,8;
2016-11-30;,2;18,741667;64,666667;9,1;
2016-12-01;0;20,795833;64,083333;12,6;
2016-12-02;0;23,666667;71,25;9,9;
2016-12-03;9,2;21,370833;84,791667;7,8;
2016-12-04;12,4;21,670833;75,541667;11,1;
2016-12-05;0;21,504167;70,666667;8;
2016-12-06;0;23,75;64,958333;11,3;
2016-12-07;0;22,129167;59,666667;7,2;
2016-12-08;0;21,158333;63,625;13,2;
2016-12-09;0;17,3875;62,666667;11;
2016-12-10;0;22,620833;67,666667;8,5;
2016-12-11;0;22,570833;59,041667;12,4;
2016-12-12;0;22,133333;59,625;13,1;
2016-12-13;0;22,558333;68,375;14,4;
2016-12-14;1,6;17,525;57,791667;16,4;
2016-12-15;0;17,0625;59,208333;8,9;
2016-12-16;0;20,691667;64,541667;13,5;
2016-12-17;0;23,7625;68,375;12;
2016-12-18;0;25,591667;73,333333;12,1;
2016-12-19;2;24,45;74,291667;9,5;
2016-12-20;5;22,283333;73;10;
2016-12-21;0;21,716667;75,583333;10,1;
2016-12-22;0;25,145833;79,125;8,8;
2016-12-23;2,8;26,233333;74,583333;13,1;
2016-12-24;2,8;21,933333;77,25;8,6;
2016-12-25;0;23,325;74,083333;14,5;
2016-12-26;24,2;24,183333;82,833333;11,1;
2016-12-27;15,6;21,8625;86,666667;7,9;
2016-12-28;1,4;22,970833;78,958333;7,5;
2016-12-29;0;22,608333;80,333333;9,8;
2016-12-30;,2;23,3125;83,875;11,2;
2016-12-31;0;25,45;82,083333;9,9;
2017-01-01;6;27,8375;77,291667;9,6;
2017-01-02;0;24,5625;78,458333;7,6;
2017-01-03;0;24,604167;78,791667;17,1;
2017-01-04;23,6;22,883333;81,208333;17,3;
2017-01-05;2,2;24,6375;75,541667;7,9;
2017-01-06;0;21,591667;62,916667;9,5;
2017-01-07;0;23,504167;71,375;10,2;
2017-01-08;0;24,925;83,041667;7,7;
2017-01-09;1,6;26,7;77,25;7,4;
2017-01-10;2,8;24,604167;78,625;11,4;
2017-01-11;0;23,508333;67,25;10,1;
2017-01-12;0;23,541667;60,541667;9,1;
2017-01-13;0;26,129167;68,625;10,1;
2017-01-14;0;23,258333;75,166667;9,9;
2017-01-15;3,4;23,791667;78,208333;11,3;
2017-01-16;,2;24,379167;84,75;10,9;
2017-01-17;23,2;24,775;78,833333;9,2;
2017-01-18;,8;23,695833;75,166667;11,2;
2017-01-19;0;23,375;65,916667;9,3;
2017-01-20;0;23,479167;65,291667;9;
2017-01-21;0;23,679167;66,875;9,6;
2017-01-22;0;24,216667;72,75;9,5;
2017-01-23;0;24,883333;75,125;9,4;
2017-01-24;0;25,316667;76,375;10,7;
2017-01-25;,4;23,608333;71,25;13,2;
2017-01-26;,8;20,695833;68,166667;13,7;
2017-01-27;0;18,691667;76,833333;7,5;
2017-01-28;1,6;20,233333;71,416667;7,4;
2017-01-29;0;24,266667;72,416667;10,6;
2017-01-30;0;26,5625;75,583333;11,2;
2017-01-31;0;27,2875;73,083333;11,5;
2017-02-01;0;27,275;71,125;11,3;
2017-02-02;0;26,05;77,583333;13,6;
2017-02-03;11;24,991667;80,916667;8,5;
2017-02-04;,4;25,879167;78,125;10,7;
2017-02-05;20,6;26,558333;68,125;14,2;
2017-02-06;0;20,958333;63,833333;13,1;
2017-02-07;0;19,491667;69,208333;9,9;
2017-02-08;0;20,0125;69,375;10,1;
2017-02-09;0;24,408333;68,041667;12,6;
2017-02-10;0;25,7;71,25;11,2;
2017-02-11;0;25,4;76,291667;9,2;
2017-02-12;0;25,625;79,333333;6,4;
2017-02-13;7,4;25,591667;78,416667;12;
2017-02-14;0;26,529167;76,208333;11,1;
2017-02-15;,2;26,716667;74;12,3;
2017-02-16;0;26,925;73,625;11,3;
2017-02-17;5,2;24,916667;73,708333;12;
2017-02-18;,2;25,504167;82,166667;8,9;
2017-02-19;5,8;25,308333;80,041667;8,2;
2017-02-20;0;26,966667;80,041667;7,5;
2017-02-21;0;26,670833;80,458333;6,9;
2017-02-22;,4;26,283333;76,166667;6;
2017-02-23;4;24,729167;78,875;12,6;
2017-02-24;19,6;24,3625;78,583333;5,5;
2017-02-25;0;25,3;73,791667;6,4;
2017-02-26;0;26,266667;71,25;7,5;
2017-02-27;0;26,3;68,083333;9;
2017-02-28;0;26,170833;71,666667;7,5;
2017-03-01;0;28,4;68,125;8,6;
2017-03-02;0;27,891667;71,208333;9;
2017-03-03;0;27,104167;77;12,9;
2017-03-04;56,4;24,066667;85,25;11,8;
2017-03-05;10,6;23,5625;68,583333;10;
2017-03-06;,4;23,583333;68,583333;7,5;
2017-03-07;0;23,529167;69,125;7,5;
2017-03-08;0;25,525;68,75;11,2;
2017-03-09;0;24,391667;82,458333;20,6;
2017-03-10;36,4;22,283333;75,166667;11,1;
2017-03-11;0;20,591667;65,916667;7,4;
2017-03-12;46;20,995833;72,25;16,6;
2017-03-13;0;17,875;63,333333;12,4;
2017-03-14;0;20,608333;63,458333;6,7;
2017-03-15;0;23,604167;68,208333;9,9;
2017-03-16;12,8;21,075;82,375;15,7;
2017-03-17;2,2;16,808333;68,75;12,3;
2017-03-18;0;16,895833;73,416667;8,8;
2017-03-19;,2;20,391667;66,083333;7,4;
2017-03-20;0;19,858333;73,291667;9,6;
2017-03-21;,2;21,6625;76,916667;9,8;
2017-03-22;0;23,258333;73,791667;11,3;
2017-03-23;0;23,120833;78,833333;8,9;
2017-03-24;,6;22,129167;79,75;8,1;
2017-03-25;1,4;22,375;76,5;9,8;
2017-03-26;0;23,291667;67,916667;12,6;
2017-03-27;,2;23,058333;75,791667;9,4;
2017-03-28;0;22,904167;68,291667;9,5;
2017-03-29;0;22,445833;70,625;10,8;
2017-03-30;1;21,825;69,125;11,3;
2017-03-31;,8;21,675;66,291667;9,4;
2017-04-01;0;22,091667;67,333333;10,8;
2017-04-02;0;21,933333;70,791667;12;
2017-04-03;0;23,154167;73,208333;10,9;
2017-04-04;0;23,966667;75,125;8,6;
2017-04-05;0;23,566667;77,958333;9;
2017-04-06;1;19,775;71,666667;9,9;
2017-04-07;0;21,258333;69,541667;12,7;
2017-04-08;0;22,895833;76,625;14,3;
2017-04-09;0;23,533333;81,083333;16,3;
2017-04-10;27,4;22,754167;87,416667;15;
2017-04-11;44;19,758333;69,958333;14,1;
2017-04-12;0;16,779167;70,083333;11,1;
2017-04-13;0;18,004167;57,625;6;
2017-04-14;0;19,4625;64,208333;8,8;
2017-04-15;0;20,225;76,875;7,9;
2017-04-16;5,8;19,541667;77,583333;9,2;
2017-04-17;,2;17,395833;82,833333;7,7;
2017-04-18;5,2;19,716667;69,375;9,9;
2017-04-19;0;20,920833;70,75;15;
2017-04-20;0;20,433333;81,5;13,8;
2017-04-21;8,8;19,083333;86,708333;8,2;
2017-04-22;,2;15,7625;78,25;7,9;
2017-04-23;,2;15,316667;74,166667;5,3;
2017-04-24;0;17,879167;74,375;8,1;
2017-04-25;0;20,3375;79;8;
2017-04-26;,6;17,395833;67,166667;17,4;
2017-04-27;0;13,7;55,083333;16,5;
2017-04-28;0;15,716667;53,666667;9,9;
2017-04-29;0;16,933333;60,708333;6,7;
2017-04-30;0;17,341667;67,708333;4,5;
2017-05-01;,2;15,908333;79,916667;4,7;
2017-05-02;,4;18,6875;84,25;8,6;
2017-05-03;0;19,420833;86,416667;7,2;
2017-05-04;,2;19,833333;88,583333;6,2;
2017-05-05;0;19,6875;84,916667;5,6;
2017-05-06;,2;19,741667;84,708333;8,5;
2017-05-07;0;20,720833;80,75;11,2;
2017-05-08;0;20,916667;81,833333;11,1;
2017-05-09;0;18,125;77,875;11,4;
2017-05-10;,2;13,366667;76,833333;10,7;
2017-05-11;0;13,491667;80,375;7;
2017-05-12;0;17,4875;81,5;10,3;
2017-05-13;49,8;18,129167;85,333333;19,8;
2017-05-14;,4;17,645833;84,875;12,2;
2017-05-15;,2;15,520833;85,291667;8,9;
2017-05-16;,4;14,225;82,375;6,9;
2017-05-17;,2;14,795833;84,583333;7,7;
2017-05-18;0;19,445833;80,333333;14,3;
2017-05-19;3;19,495833;75,666667;19,1;
2017-05-20;4;19,283333;82,75;15,5;
2017-05-21;37;14,908333;77,208333;10,9;
2017-05-22;0;15,770833;74;5,2;
2017-05-23;,2;17,770833;84,583333;10,1;
2017-05-24;0;18,916667;79,833333;7,8;
2017-05-25;16,4;19,616667;88,833333;16,1;
2017-05-26;58,8;18,3375;89,333333;11,9;
2017-05-27;;;70,380952;11,7;
2017-05-28;0;17,622727;75,590909;13,3;
2017-05-29;;;87,529412;12,3;
2017-05-30;1,6;14,675;82,75;7,9;
2017-05-31;0;15,6375;68,916667;6,7;
2017-06-01;0;16,408333;76,375;6,9;
2017-06-02;1,6;13,1625;87,291667;7,9;
2017-06-03;,2;13,854167;85,083333;8,3;
2017-06-04;0;15,341667;82,291667;5,4;
2017-06-05;0;14,208333;80,541667;9,3;
2017-06-06;0;13,591667;78,583333;6,5;
2017-06-07;,2;14,829167;84,583333;6,8;
2017-06-08;4,8;15,329167;87,625;19,8;
2017-06-09;18,4;11,879167;81,916667;12,2;
2017-06-10;5;13,25;65,583333;14,7;
2017-06-11;0;13,879167;70,041667;9,3;
2017-06-12;,2;11,833333;79,333333;4,4;
2017-06-13;,2;12,391667;85,041667;4,1;
2017-06-14;,4;13,358333;89,916667;5,8;
2017-06-15;0;16,954167;82,583333;11,1;
2017-06-16;0;18,566667;78,416667;10;
2017-06-17;0;20,85;67,833333;8,6;
2017-06-18;,8;13,816667;79,5;12,1;
2017-06-19;1;9,545833;69,791667;13;
2017-06-20;0;7,716667;73,041667;6,1;
2017-06-21;,2;11,816667;81,541667;10;
2017-06-22;,2;15,704167;81,625;9,6;
2017-06-23;,2;17,270833;78,375;10,4;
2017-06-24;,2;19,033333;74,041667;8,8;
2017-06-25;0;18,1125;78,416667;8,8;
2017-06-26;0;17,679167;78,458333;9,3;
2017-06-27;0;18,5625;73,333333;10,5;
2017-06-28;,2;16,4875;84,916667;8,3;
2017-06-29;0;14,695833;90,833333;5,8;
2017-06-30;0;14,216667;83,791667;9,1;
2017-07-01;3,6;10,808333;79,416667;8,7;
2017-07-02;6,8;10,1125;80,333333;6,1;
2017-07-03;7,4;15,116667;67,791667;12,8;
2017-07-04;7,4;16,433333;76,333333;13,5;
2017-07-05;6;17,120833;76,916667;11,4;
2017-07-06;0;17,4125;76,083333;8,2;
2017-07-07;0;15,9625;84,541667;7,2;
2017-07-08;0;17,441667;79,5;9,6;
2017-07-09;0;18,395833;76,291667;8;
2017-07-10;0;18,154167;80,708333;6,2;
2017-07-11;0;16,241667;87,291667;8,3;
2017-07-12;,2;17,408333;87,916667;8,7;
2017-07-13;0;18,266667;85,25;11,7;
2017-07-14;0;20,2875;72,416667;8,5;
2017-07-15;0;22,133333;62,416667;11,2;
2017-07-16;,2;13,258333;81;13,8;
2017-07-17;0;7,775;74,125;13,5;
2017-07-18;0;6,395833;63,125;10;
2017-07-19;,2;8,575;62,083333;6,2;
2017-07-20;0;11,279167;65,666667;6,9;
2017-07-21;,2;11,479167;67,458333;9,8;
2017-07-22;,2;10,5125;82,958333;8;
2017-07-23;0;15,625;78,166667;9;
2017-07-24;,2;18,341667;65,916667;8,7;
2017-07-25;,2;16,204167;87,875;8,1;
2017-07-26;,2;17,454167;90,458333;8,1;
2017-07-27;0;15,670833;93,583333;6,5;
2017-07-28;0;16,908333;85,208333;10,2;
2017-07-29;,2;19,0375;73,583333;8,9;
2017-07-30;0;;73,857143;8,7;
2017-07-31;;;;;
2017-08-01;;;;;
2017-08-02;;;;;
2017-08-03;;;;;
2017-08-04;;;;;
2017-08-05;;;;;
2017-08-06;;;;;
2017-08-07;;;;;
2017-08-08;;;;;
2017-08-09;;;;;
2017-08-10;;;;;
2017-08-11;;;;;
2017-08-12;;;;;
2017-08-13;;;;;
2017-08-14;;;;;
2017-08-15;;;;;
2017-08-16;;;;;
2017-08-17;;;;;
2017-08-18;;;;;
2017-08-19;;;;;
2017-08-20;;;;;
2017-08-21;;;;;
2017-08-22;;;;;
2017-08-23;;;;;
2017-08-24;;;;;
2017-08-25;;;;;
2017-08-26;;;;;
2017-08-27;;;;;
2017-08-28;;;;;
2017-08-29;;;;;
2017-08-30;;;;;
2017-08-31;;;;;
2017-09-01;;;;;
2017-09-02;;;;;
2017-09-03;;;;;
2017-09-04;;;;;
2017-09-05;;;;;
2017-09-06;;;;;
2017-09-07;;;;;
2017-09-08;;;;;
2017-09-09;;;;;
2017-09-10;;;;;
2017-09-11;;;;;
2017-09-12;;;;;
2017-09-13;;;;;
2017-09-14;;;;;
2017-09-15;;;;;
2017-09-16;;;;;
2017-09-17;;;;;
2017-09-18;;;;;
2017-09-19;;;;;
2017-09-20;;;;;
2017-09-21;;;;;
2017-09-22;;;;;
2017-09-23;;;;;
2017-09-24;;;;;
2017-09-25;;;;9,4;
2017-09-26;;19,983333;84,125;7,1;
2017-09-27;13,2;17,8625;88,041667;11,2;
2017-09-28;1,8;17,270833;62,875;10,9;
2017-09-29;0;17,525;66,125;12,8;
2017-09-30;11,4;17,5875;87,875;10,6;
2017-10-01;1,2;18,333333;84,708333;10;
2017-10-02;9,8;16,854167;75,083333;15,5;
2017-10-03;4,4;16,4875;63,041667;14,3;
2017-10-04;0;20,083333;57,833333;11;
2017-10-05;0;21,8625;60,416667;13,2;
2017-10-06;0;20,020833;73;12,8;
2017-10-07;0;17,466667;58,75;12,2;
2017-10-08;0;18,645833;67,916667;13,3;
2017-10-09;,4;21,375;77,916667;12;
2017-10-10;0;17,654167;72,208333;9,1;
2017-10-11;,6;17,5125;75,291667;11,4;
2017-10-12;31;15,679167;85,416667;17,3;
2017-10-13;53,2;17,020833;91,333333;14,2;
2017-10-14;9,8;15,641667;82,291667;9,5;
2017-10-15;,2;17,15;69,208333;6,6;
2017-10-16;0;19,083333;72,166667;12,8;
2017-10-17;0;20,620833;76,666667;14,7;
2017-10-18;,2;20,166667;88,5;11,8;
2017-10-19;38;18,925;79,666667;17,4;
2017-10-20;0;16,920833;73,541667;11,3;
2017-10-21;3;19,529167;82,666667;11,8;
2017-10-22;2,8;14,879167;61,083333;17,3;
2017-10-23;0;13,9;63,75;9,6;
2017-10-24;0;16,766667;68,708333;10,1;
2017-10-25;0;19,95;76,291667;10;
2017-10-26;0;20,0375;84,958333;9,7;
2017-10-27;,4;20,504167;85,458333;18,3;
2017-10-28;77,8;18,95;82,75;10,8;
2017-10-29;0;19,316667;74,208333;11,3;
2017-10-30;,6;20,958333;76,541667;14,3;
2017-10-31;0;17,8375;60;13;
2017-11-01;0;17,995833;62,375;7;
2017-11-02;0;20,329167;64,208333;16;
2017-11-03;0;22,270833;70,791667;14,8;
2017-11-04;1;19,3125;69,625;9;
2017-11-05;0;17,441667;66,708333;7,1;
2017-11-06;0;19,083333;61,166667;9,8;
2017-11-07;0;19,895833;69,458333;12,6;
2017-11-08;4,8;20,291667;78,75;14,1;
2017-11-09;9,8;22,35;77,25;9,3;
2017-11-10;0;21,241667;68,916667;7;
2017-11-11;3,2;20,116667;62,875;16,9;
2017-11-12;,2;17,970833;66;16,4;
2017-11-13;0;19,595833;67,416667;9,5;
2017-11-14;0;20,4125;74,583333;8,7;
2017-11-15;0;25,304167;63,208333;10,2;
2017-11-16;2,2;18,75;81,541667;20,6;
2017-11-17;7,4;18,35;73,708333;9,3;
2017-11-18;0;19,525;69,458333;15,6;
2017-11-19;0;18,204167;48,625;10,5;
2017-11-20;0;18,904167;66,75;10,7;
2017-11-21;0;17,666667;78,958333;12,8;
2017-11-22;,6;15,045833;66,458333;8,4;
2017-11-23;0;20,416667;57,041667;11,1;
2017-11-24;0;18,9375;66,541667;12,4;
2017-11-25;0;15,933333;71,875;6,7;
2017-11-26;1,6;18,466667;77,75;8,5;
2017-11-27;0;21,720833;66,041667;12,5;
2017-11-28;0;18,65;61,708333;11,3;
2017-11-29;0;19,291667;61,708333;11,1;
2017-11-30;0;19,6125;65,083333;15,2;
2017-12-01;0;20,2125;70,583333;13,3;
2017-12-02;,8;20,65;79,083333;12,2;
2017-12-03;7,4;21,383333;84,25;9,4;
2017-12-04;1,6;19,529167;81,041667;11,8;
2017-12-05;,8;20,4;75,291667;10,9;
2017-12-06;,2;21,45;82,125;10,6;
2017-12-07;0;22,025;80,75;8,7;
2017-12-08;0;20,945833;78,541667;7,4;
2017-12-09;0;23,216667;72,708333;15,8;
2017-12-10;6,6;23,3375;64,375;14,8;
2017-12-11;0;18,420833;66;11,9;
2017-12-12;0;19,970833;58,166667;12,9;
2017-12-13;0;23,5875;63,875;10,9;
2017-12-14;0;25,495833;69,25;12,2;
2017-12-15;0;24,158333;61,666667;8;
2017-12-16;0;24,7625;74,916667;9,8;
2017-12-17;0;23,375;80,458333;21;
2017-12-18;8,4;19,304167;53,458333;12,5;
2017-12-19;0;20,15;63,666667;11,8;
2017-12-20;0;21,3125;81,25;11,1;
2017-12-21;0;23,383333;83,541667;10;
2017-12-22;0;24,270833;79,208333;9,7;
2017-12-23;0;23,133333;86,875;10,3;
2017-12-24;4,4;20,991667;67,375;12;
2017-12-25;0;19,620833;59,291667;9,1;
2017-12-26;0;22,108333;68,416667;10,6;
2017-12-27;0;23,895833;76,416667;9,5;
2017-12-28;0;23,875;80,708333;10;
2017-12-29;0;24,070833;77,25;11,2;
2017-12-30;0;25,416667;69,291667;10,4;
2017-12-31;0;25,266667;71,708333;9,5;
2018-01-01;2;23,591667;78,25;8,6;
2018-01-02;22,8;21,8;83,208333;10,3;
2018-01-03;2,8;21,783333;68,625;15,1;
2018-01-04;0;26,366667;53,708333;9;
2018-01-05;0;28,9;53,166667;10;
2018-01-06;1;22,15;62,041667;15,5;
2018-01-07;0;19,070833;60,458333;7,3;
2018-01-08;0;22,879167;56,041667;10;
2018-01-09;0;23,691667;61,916667;15,5;
2018-01-10;,6;25,591667;75,208333;11,9;
2018-01-11;0;24,854167;72,166667;11,6;
2018-01-12;,2;24,6875;76,75;11;
2018-01-13;,4;24,958333;75,5;10,2;
2018-01-14;0;24,595833;81,041667;8,7;
2018-01-15;23,8;24,741667;79,25;11,9;
2018-01-16;2,6;24,108333;69,791667;9;
2018-01-17;0;23,875;74,125;10,5;
2018-01-18;10,2;24,008333;77,791667;14,4;
2018-01-19;0;23,579167;70,875;8,3;
2018-01-20;0;25,5625;64,875;10,2;
2018-01-21;6,2;23,766667;78,75;12,6;
2018-01-22;,6;24,670833;78,541667;7,9;
2018-01-23;4,2;25,908333;77,5;15,8;
2018-01-24;18,6;24,520833;74,333333;14,2;
2018-01-25;0;21,775;63,041667;10,9;
2018-01-26;0;23,008333;55,166667;12,1;
2018-01-27;0;23,491667;64,791667;13,7;
2018-01-28;,6;24,7125;77,208333;14;
2018-01-29;0;22,091667;70,583333;11;
2018-01-30;,6;24,233333;68,958333;12;
2018-01-31;0;24,3625;68,125;10,8;
2018-02-01;0;23,841667;64,833333;8,1;
2018-02-02;0;23,75;70,041667;9,4;
2018-02-03;,2;22,65;65,125;8,5;
2018-02-04;0;23,641667;61,291667;10,9;
2018-02-05;0;24,1875;68,333333;11,3;
2018-02-06;,2;24,266667;70,166667;10,8;
2018-02-07;0;24,579167;72,458333;11;
2018-02-08;0;25,2125;69,416667;11,7;
2018-02-09;0;25,8375;75,625;17,1;
2018-02-10;29,8;23,554167;77,541667;9,5;
2018-02-11;1,2;22,408333;65,125;8,1;
2018-02-12;4;19,504167;62,375;11,3;
2018-02-13;0;18,341667;66,75;6,9;
2018-02-14;0;22,395833;57,375;9;
2018-02-15;0;23,295833;59,75;11,1;
2018-02-16;0;23,354167;64,916667;10,6;
2018-02-17;,2;23,883333;67,416667;10,5;
2018-02-18;0;24,320833;71,625;10,8;
2018-02-19;0;26,370833;70,458333;8,7;
2018-02-20;0;24,083333;80,291667;10,3;
2018-02-21;3,2;22,8875;80,583333;17,3;
2018-02-22;6;20,85;76,708333;12,3;
2018-02-23;,2;20,808333;69;9,2;
2018-02-24;0;22,804167;67,125;9;
2018-02-25;0;22,545833;71,416667;8,5;
2018-02-26;0;23,445833;67,375;8,3;
2018-02-27;0;22,875;72,875;15,9;
2018-02-28;20,4;21,779167;80,041667;8,2;
2018-03-01;0;24,825;74,666667;7,3;
2018-03-02;0;23,083333;76,875;7,7;
2018-03-03;,2;23,054167;76,958333;7,5;
2018-03-04;,4;24,854167;77,375;9,1;
2018-03-05;3,6;24,345833;75,875;6,8;
2018-03-06;0;21,7125;69,333333;11,2;
2018-03-07;0;19,0125;69,75;11;
2018-03-08;,2;19,170833;72,041667;7,9;
2018-03-09;0;20,670833;73,583333;11,4;
2018-03-10;0;24,204167;71,583333;8,9;
2018-03-11;,2;23,354167;80;13,9;
2018-03-12;2,2;17,991667;67,291667;12,4;
2018-03-13;,2;19,2875;66,5;5,6;
2018-03-14;0;21,295833;68,041667;7,9;
2018-03-15;13,4;22,154167;69,375;17,6;
2018-03-16;0;19,270833;74,541667;7;
2018-03-17;0;22,4;76,708333;9,2;
2018-03-18;1;25,4625;77,5;23,4;
2018-03-19;7,8;19,775;69,541667;15,6;
2018-03-20;0;18,9625;71,083333;7;
2018-03-21;0;18,679167;70,208333;11;
2018-03-22;,2;17,258333;65,625;7,3;
2018-03-23;0;21,970833;67,25;8,9;
2018-03-24;19,4;21,329167;87,666667;21;
2018-03-25;25,8;19,0625;82,541667;16;
2018-03-26;1,2;16,958333;64,625;10,4;
2018-03-27;0;21,558333;64,375;10;
2018-03-28;0;22,683333;75,333333;7;
2018-03-29;0;23,083333;78,958333;5,8;
2018-03-30;,2;22,15;80,375;6,1;
2018-03-31;0;21,708333;86,541667;7,2;
2018-04-01;,8;22,129167;86,666667;11,1;
2018-04-02;23,6;22,0125;80,958333;11,5;
2018-04-03;0;20,729167;85,5;5,4;
2018-04-04;7,4;20,1625;80,833333;7;
2018-04-05;,2;19,891667;78,458333;5,5;
2018-04-06;0;20,483333;79,666667;7,6;
2018-04-07;,2;23,270833;74,166667;6,7;
2018-04-08;0;22,7;78,708333;6,9;
2018-04-09;0;23,108333;80,666667;8,7;
2018-04-10;0;24,758333;73,958333;9,8;
2018-04-11;0;25,833333;76;9,7;
2018-04-12;0;25,033333;76;10,8;
2018-04-13;9,2;20,241667;59,583333;11,2;
2018-04-14;0;20,991667;53,125;9,5;
2018-04-15;0;20,908333;72,291667;9,4;
2018-04-16;1,2;21,5125;67,291667;11,5;
2018-04-17;0;22,1375;64,375;9,6;
2018-04-18;0;22,158333;73,083333;7,6;
2018-04-19;0;24,229167;70,291667;6;
2018-04-20;0;24,083333;75,083333;9,1;
2018-04-21;7,2;22,183333;81,666667;9,7;
2018-04-22;3,2;21,5375;86,583333;7,9;
2018-04-23;11,6;23,354167;81,458333;8,1;
2018-04-24;0;22,683333;85,291667;6,7;
2018-04-25;1;23,7625;83,25;7,6;
2018-04-26;,2;22,116667;84,916667;6,8;
2018-04-27;0;24,004167;82,083333;6,5;
2018-04-28;0;23,829167;84,458333;7,1;
2018-04-29;0;23,9875;81,666667;7,1;
2018-04-30;11;21,1625;83,541667;14,2;
2018-05-01;9;19,65;66,166667;7,7;
2018-05-02;5;20,283333;72,166667;9,9;
2018-05-03;13,6;21,408333;84,25;10;
2018-05-04;4,8;19,420833;88,125;6,7;
2018-05-05;,8;20,820833;84,208333;8,6;
2018-05-06;,2;21,625;72;9,6;
2018-05-07;0;20,683333;65,166667;10;
2018-05-08;0;21,4375;69,583333;11,8;
2018-05-09;0;21,6125;80,291667;11,1;
2018-05-10;1;21,808333;84,291667;7,1;
2018-05-11;0;21,445833;72,916667;15,1;
2018-05-12;0;16,6875;75,083333;14,5;
2018-05-13;,2;13,825;76,375;6,5;
2018-05-14;0;18,233333;76,041667;11,2;
2018-05-15;0;18,258333;83,416667;7,8;
2018-05-16;0;13,983333;73,041667;9,6;
2018-05-17;,2;12,208333;74,916667;5,9;
2018-05-18;7,2;13,8;80,625;6,3;
2018-05-19;1,4;14,058333;85,833333;12,2;
2018-05-20;16,2;13,3;83,583333;12,4;
2018-05-21;,4;13,3125;79,125;9,6;
2018-05-22;;11,7;77,5;10,2;
2018-05-23;;10,7375;70,666667;9,4;
2018-05-24;;11,258333;71,5;8,5;
2018-05-25;;10,908333;84,416667;4,9;
2018-05-26;;14,975;81,875;7;
2018-05-27;;18,154167;82,083333;9;
2018-05-28;;20,1875;75,291667;9,2;
2018-05-29;;19,55;73,958333;8,4;
2018-05-30;;19,5375;72,791667;8,3;
2018-05-31;;17,066667;90,333333;4,8;
2018-06-01;;16,7625;91,291667;8,8;
2018-06-02;;12,533333;77,958333;16,1;
2018-06-03;;12,204167;81,666667;10,2;
2018-06-04;;14,458333;80;6,8;
2018-06-05;;14,5;87,208333;10,5;
2018-06-06;;10,583333;78,833333;10,5;
2018-06-07;;10,458333;69,708333;13;
2018-06-08;;9,775;69,208333;10,7;
2018-06-09;;12,529167;72,25;7;
2018-06-10;;15,841667;81,458333;9,9;
2018-06-11;;17,475;90,083333;11,5;
2018-06-12;;15,233333;86,666667;13,3;
2018-06-13;;10,7125;68,333333;20,5;
2018-06-14;;8,075;76,083333;11;
2018-06-15;;6,95;79,5;9,9;
2018-06-16;;7,625;85,541667;8,4;
2018-06-17;;9,133333;90,166667;5,9;
2018-06-18;;7,8375;88,875;5,1;
