Nome: FLORIANOPOLIS
Codigo Estacao: A806
Latitude: -27.6025
Longitude: -48.61999999
Altitude: 4.87
Situacao: Operante
Data Inicial: 2013-12-01
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2022-10-29;0;27.2;24.5;22.4;76.3;10.5;1.2;
2022-10-30;0;33.6;25.3;18;62.5;14.4;1.6;
2022-10-31;1.8;25.5;22.5;21.4;76.8;15.8;3.1;
2022-11-01;.4;19;16.5;14.6;60.8;15.3;2.5;
2022-11-02;0;20.5;17.5;13.9;57.2;13;3.2;
2022-11-03;0;23;17.6;12.3;65.9;8.1;1.7;
2022-11-04;0;23.6;18.4;13.7;67.3;9.9;1.9;
2022-11-05;2.4;23.3;18.4;13.2;66.9;8.2;1.8;
2022-11-06;.2;23;18.4;13.9;71.5;9.8;2.1;
2022-11-07;.8;22;18.4;14.3;73;11.1;2.5;
2022-11-08;0;23.9;19;14;69.7;10.7;2.2;
2022-11-09;.4;25.3;18.9;12.6;69.9;7.6;1.6;
2022-11-10;.6;26.8;21.3;16.9;71.1;8.8;1.7;
2022-11-11;0;26.2;21.2;17.7;75.6;8.1;1.1;
2022-11-12;1.2;27.9;23.2;19.2;72.3;8;1.3;
2022-11-13;0;27.2;23.7;21.5;75.1;9.8;2;
2022-11-14;5.4;29.5;24.2;21.9;80.2;9.1;1.9;
2022-11-15;.2;30.2;24.6;19.3;51.8;9.6;1.8;
2022-11-16;.4;29.7;23.2;17.7;56.6;8.8;2;
2022-11-17;0;30.1;22.4;14.3;54.2;9.2;1.9;
2022-11-18;0;26.1;21.7;15.5;63.8;8.9;1.9;
2022-11-19;0;26.6;22.3;17.3;66.7;9.5;1.5;
2022-11-20;1.2;26.6;23.4;20;68.8;10.6;2.2;
2022-11-21;0;28.2;23.8;19.4;74.3;10.7;1.8;
2022-11-22;0;26.9;24.4;22.7;79;9.2;1.7;
2022-11-23;1.2;24.3;22.7;20.9;82.6;11.6;2.9;
2022-11-24;9.4;26.1;22.5;19.4;72.2;7.9;2.2;
2022-11-25;0;25.5;22.2;18.6;68.5;12.3;2.9;
2022-11-26;5.2;24.6;22;20.5;84.2;13.1;4;
2022-11-27;41;24.4;22.3;20.5;85.2;11.9;3.2;
2022-11-28;21.4;24;21.4;19.8;86.3;11;2.2;
2022-11-29;14.6;25.6;22.3;19.9;86.7;8.9;2.5;
2022-11-30;41.2;23.9;22.4;21.2;87.8;7.9;1.6;
2022-12-01;35.8;28;24.5;21.3;83;11.2;2.2;
2022-12-02;1.4;29.7;25.7;22.6;78.8;8.4;1.6;
2022-12-03;.2;29.2;25.6;23.6;80.7;8.4;1.5;
2022-12-04;2;28.1;25.5;23.9;83;7.6;1.4;
2022-12-05;23.8;26.4;24;22.8;88.2;8.7;1.8;
2022-12-06;8.6;27.4;24.6;21.7;79.5;9;2.1;
2022-12-07;0;27.5;24.2;20.7;78.7;10.4;2;
2022-12-08;0;29;24.1;18.8;73.4;8.2;1.5;
2022-12-09;0;30.1;25.4;21.2;75;7.1;1.6;
2022-12-10;0;29.5;26;23.2;71;10.6;2.4;
2022-12-11;.8;29.3;25.7;23.4;77.1;7.5;1.5;
2022-12-12;0;37;27.9;23.7;68;12;1.8;
2022-12-13;9.6;26;23.2;20;64.5;16.9;3.3;
2022-12-14;0;27.2;22.3;17.1;57;9.4;.2;
2022-12-15;0;27.7;23.9;19.8;60.2;11.5;1.5;
2022-12-16;0;27.2;22.7;20.9;75.5;10.8;1.2;
2022-12-17;14.2;24.9;21.6;18.1;67.3;10.8;.9;
2022-12-18;0;23.4;20.9;19.5;81;7.6;.1;
2022-12-19;55.2;22;20.4;19.4;89.2;7;.1;
2022-12-20;207;22.2;20.3;19.3;90.4;6.5;0;
2022-12-21;24.6;24.8;20.6;18.4;86.5;7.9;.3;
2022-12-22;12.2;26.5;22.3;17.7;72;6.8;.6;
2022-12-23;0;27.2;22.8;17.8;69.3;10.1;.9;
2022-12-24;.4;27.8;23.7;21.4;70.8;9.8;.8;
2022-12-25;8.8;28;23.9;21.4;78.2;8.1;.5;
2022-12-26;6.4;29.5;23.8;21.2;81.6;11.2;1.3;
2022-12-27;.4;27.7;23.8;21.4;79.2;10.3;.3;
2022-12-28;4.8;27.7;22.8;21.6;84.8;15.7;.9;
2022-12-29;60.6;32;22.8;15.9;70.7;12.6;1.3;
2022-12-30;.2;28.4;23.9;18.3;64;10.2;1.4;
2022-12-31;0;29.6;24.9;20.3;70.7;10.8;1;
2023-01-01;0;30.2;26.2;22.2;72.4;8.7;.5;
2023-01-02;0;29.6;26.4;23.7;75.4;12.2;1;
2023-01-03;0;28.6;25.4;24.1;76.7;12.2;2;
2023-01-04;4.6;23.8;22.5;20.7;74.3;8.7;.5;
2023-01-05;1.2;27.9;22.9;17.6;68.8;7.2;.5;
2023-01-06;0;27.1;23.1;18.1;69.5;10.2;1.7;
2023-01-07;.4;27.3;23.1;19;71;8.3;1.7;
2023-01-08;1.6;27.2;23.3;19.1;69.7;7.3;1.7;
2023-01-09;0;28.9;24;19;66.8;6.6;1.3;
2023-01-10;0;29.3;24.8;20.5;68.3;9.2;1.7;
2023-01-11;3;31;25.9;21.2;74.4;6.7;1.4;
2023-01-12;0;31.4;26.9;23.1;72.8;8.7;1.6;
2023-01-13;0;31.7;26.9;23.6;76.5;8.6;1.6;
2023-01-14;9.4;32.5;26.2;22.2;74.2;13;2.2;
2023-01-15;22.4;27.7;24.3;22;85.1;9.5;2.1;
2023-01-16;5.8;29.3;24.8;22.4;81.8;9.1;1.8;
2023-01-17;0;28.1;25.1;23.4;82.4;7.5;1.8;
2023-01-18;1.4;28.8;25.4;23.4;82.8;6.2;1.4;
2023-01-19;3.6;29.8;25.8;23.1;79.4;7.7;1.3;
2023-01-20;43.2;31.1;26.1;21.9;74.1;6.5;1.3;
2023-01-21;0;31;26.4;21.3;70.7;9.6;1.5;
2023-01-22;0;29.4;26.8;23.2;74.4;7.3;1.6;
2023-01-23;0;31.1;25.9;23.1;75;8.8;1.3;
2023-01-24;1;32.6;26.1;19.2;66.3;9.6;1.1;
2023-01-25;0;34.3;28.5;23.3;67.8;9.8;1.5;
2023-01-26;0;31;27.7;24.1;68;10.5;2.2;
2023-01-27;0;30.2;26.5;22.6;64.8;12.7;2.1;
2023-01-28;0;31.8;27.1;22.6;65.6;11.2;2.2;
2023-01-29;0;32.3;26.2;24.5;77.7;8.5;1.5;
2023-01-30;3.2;30.6;25.4;22.7;77.5;13.1;1.4;
2023-01-31;0;32.2;26.9;22.8;74.1;6.1;1.3;
2023-02-01;1;30.6;26.6;22.7;75;9.6;1.9;
2023-02-02;4.4;30.6;26.8;24.3;76;7.4;1.6;
2023-02-03;91.8;31.4;25.1;23;84.9;13.1;1.5;
2023-02-04;30;30;25.2;22.4;79.6;8.8;1.7;
2023-02-05;16.8;31.5;26;21.4;72.3;8.9;1.6;
2023-02-06;0;30.3;25.6;21.2;72.2;7.4;1.7;
2023-02-07;0;31.9;26;20.1;64;7.2;1.3;
2023-02-08;.6;32;26.3;22.4;71.2;8.9;1.5;
2023-02-09;2.6;31;26.2;22.4;74.5;10.3;1.7;
2023-02-10;.8;30.1;25.5;22;74.8;6.9;1.2;
2023-02-11;42;31.8;26;20.8;73.7;10.7;1.3;
2023-02-12;0;32.3;26.8;21.8;71.3;7.2;1.5;
2023-02-13;0;32.3;27.7;23.1;69;11.5;1.4;
2023-02-14;0;32;26.7;23.7;74.2;14.4;.9;
2023-02-15;13;29.5;25.6;22.5;78.7;9.3;.4;
2023-02-16;15;28.5;24.3;22.3;83.2;0;0;
2023-02-17;7.2;30.9;25.7;22.2;76.4;12.2;1.1;
2023-02-18;4.8;24.2;22;21.4;64.2;15.2;3.6;
2023-02-19;0;25.5;21.1;16.3;61;10;1.4;
2023-02-20;23.6;22.7;21.2;19.8;88.2;6.8;.7;
2023-02-21;33.4;26.7;23;20.5;83.7;8.8;1.2;
2023-02-22;.6;28.1;23.3;19;77.3;6;1.2;
2023-02-23;.8;26.2;23.5;21.6;84.2;4.7;.5;
2023-02-24;8.4;27.9;24.2;21.1;83;5.1;.7;
2023-02-25;.2;32.4;26.5;21.9;75.1;9;1.3;
2023-02-26;0;32.2;25.2;21.7;75.5;8.7;1.3;
2023-02-27;7.2;29.1;24.4;18.8;68.9;6.1;1.2;
2023-02-28;0;29.2;25.1;22;72.3;5;.8;
2023-03-01;0;27.4;24.5;22.1;77.1;7.2;1;
2023-03-02;.2;31.6;26.1;21.8;72.7;8.5;1.2;
2023-03-03;0;30;26.3;24;76.8;8.5;1.1;
2023-03-04;2;30.1;25.6;22.4;81.2;8.9;1.2;
2023-03-05;.4;29.6;24.7;22.4;81.2;6.9;1.2;
2023-03-06;5;29.9;24.6;22;81.3;7.8;1;
2023-03-07;5.4;30.5;25.2;21.9;77.8;8.8;1;
2023-03-08;16.6;30.6;25.4;21.7;80.2;6.7;1;
2023-03-09;0;30.7;27;22.8;68.3;5.2;.9;
2023-03-10;.2;29;25.9;24.1;76.4;4.1;.5;
2023-03-11;3.4;30.3;25.6;22;80.8;7.8;1.2;
2023-03-12;2.6;29.6;25.4;22.4;82.2;8.7;1.3;
2023-03-13;14.8;30.2;25.7;22.9;80.4;6.7;.4;
2023-03-14;13.2;30.8;26;22.3;77.4;6.5;.6;
2023-03-15;18.2;29.8;26.1;23;76.5;7.1;.4;
2023-03-16;1;30;25.7;21.8;74.5;8.7;.3;
2023-03-17;8.4;30.4;25.7;22.6;74.8;8.3;.2;
2023-03-18;.2;30.2;25.1;20.3;69.6;8;.2;
2023-03-19;0;30.7;25.5;20.2;71.8;10.2;.3;
2023-03-20;0;33.9;27.1;22.8;69.9;7.6;0;
2023-03-21;0;30.3;25.8;21.8;72.5;7.7;.4;
2023-03-22;0;32.1;26.1;23.8;76.8;7.9;.3;
2023-03-23;51;29.8;25.7;22.5;80.7;9.2;.2;
2023-03-24;4.2;29.1;24.8;22;80.2;12.7;1.2;
2023-03-25;0;30;25.5;21.9;71.6;6.3;0;
2023-03-26;0;32;26.3;23.5;72;11.5;1.1;
2023-03-27;.2;27.4;23.8;19.4;66.3;10.3;1.7;
2023-03-28;0;28.1;23.5;19.5;66.6;9.5;1.1;
2023-03-29;.2;31;24.9;21.4;76.2;12.2;1.3;
2023-03-30;13.2;29.8;25;20.5;71.6;6.7;1.6;
2023-03-31;0;30.2;25.1;20.8;73.9;5.7;.9;
2023-04-01;0;24.9;23.4;21.3;67.3;14.2;3.6;
2023-04-02;0;26.8;22.1;17.7;56.5;7.8;1.5;
2023-04-03;0;28.4;23.4;18.6;65.4;10;.7;
2023-04-04;0;29.7;24.6;19.7;68.4;8.4;.4;
2023-04-05;0;27.1;23.5;20;73.3;9.1;.3;
2023-04-06;0;24.5;22;21.1;76.1;7.2;.1;
2023-04-07;25.2;20.7;19.2;17.8;91;5;0;
2023-04-08;17.6;22.4;20.4;18.6;87.5;0;0;
2023-04-09;4.8;27.1;22.3;19.4;80;4.4;0;
2023-04-10;3.6;27.4;23.2;20.8;80;8.3;.3;
2023-04-11;0;27.8;24;20.5;72.3;10.8;.3;
2023-04-12;0;29.1;23.6;19.2;74.9;8.4;.1;
2023-04-13;0;28.7;23.9;19.9;78.7;12.7;1.3;
2023-04-14;2.2;23.9;21.5;20.9;85.1;8.8;.5;
2023-04-15;10.8;24.2;21.3;19.1;80.1;8.4;.1;
2023-04-16;0;26.6;22.6;18.8;78.6;6.5;.1;
2023-04-17;4;26.5;22.7;20.8;84.9;10.6;.8;
2023-04-18;12.2;23.8;20.5;18.3;82.7;9.4;.1;
2023-04-19;1.4;25.1;20;15.6;61.8;14.1;1.5;
2023-04-20;0;24.4;18.1;11.3;56.1;7.9;.5;
2023-04-21;0;22.9;18.4;13;72.3;3.7;.1;
2023-04-22;.4;26.2;21.4;17.3;74.3;6.3;.7;
2023-04-23;0;25.1;20.4;17.2;84.3;6.9;.1;
2023-04-24;20.2;25.7;21.5;18.8;81.9;6.5;0;
2023-04-25;.2;26.9;22.1;18.3;78.5;6.2;.3;
2023-04-26;0;26.6;21.8;18.8;80.6;7.3;.4;
2023-04-27;0;26.4;21.9;18.2;76.6;6;.4;
2023-04-28;0;25.5;20.7;15.7;73.4;6.3;.2;
2023-04-29;0;25.6;21.5;17.5;71.9;7.1;.6;
2023-04-30;0;27.2;22.3;17.5;75;8.9;.7;
2023-05-01;0;29.1;23.1;18.3;75;5.5;.1;
2023-05-02;0;27.5;21.9;17.4;76.4;5.4;.1;
2023-05-03;0;26.5;23.1;19.9;79.3;4.5;.1;
2023-05-04;31.8;26.9;23.3;20.5;82.3;5.3;.2;
2023-05-05;1;27.7;23.4;20.8;83.6;4.7;.2;
2023-05-06;.6;28.6;24.4;22.2;82.3;6.6;.9;
2023-05-07;0;27.2;24.4;22.8;79.7;8.4;.4;
2023-05-08;0;27.9;24.2;23.2;80.2;9.5;.7;
2023-05-09;2.2;24.5;21.9;20.7;63.3;9.3;.8;
2023-05-10;0;25.5;20;15.3;69.7;8.1;.3;
2023-05-11;0;22.6;18.7;13.8;65.8;9.4;.6;
2023-05-12;0;21.4;17.7;14.3;61.6;11.7;.9;
2023-05-13;0;23.5;17.9;11.7;66.1;6.4;.4;
2023-05-14;0;24.3;17.4;12;70.6;3.3;.1;
2023-05-15;0;26.3;18.3;12;67.9;5;.2;
2023-05-16;.2;24.5;18.3;12.6;74;9.5;1.3;
2023-05-17;0;23.8;18.9;14.8;67.5;8.3;.6;
2023-05-18;0;24.5;18.4;12.7;72.3;8.7;1;
2023-05-19;0;24.4;18.7;13.9;74.1;8.3;1.4;
2023-05-20;0;25.1;20.3;16.2;69.4;8.1;1.4;
2023-05-21;0;26.1;19.7;15.6;77.2;6.9;.7;
2023-05-22;0;25.1;20.7;17.1;76;5.8;.8;
2023-05-23;0;26.6;20.7;15.8;78.6;7.5;.8;
2023-05-24;0;26.2;21.5;17.2;78.5;6.2;.8;
2023-05-25;0;26;21.9;17.8;82.5;6.8;1;
2023-05-26;0;26;23.2;20.9;78.3;8.1;1.6;
2023-05-27;0;25.5;22.5;19.6;81.1;5.8;1.2;
2023-05-28;1.6;22.1;19.1;19.2;78.5;11.1;2.8;
2023-05-29;7.4;20.5;17.5;15.3;72.5;7.3;.8;
2023-05-30;0;20.9;18.2;16;77.8;5.1;.5;
2023-05-31;.2;24.9;19.9;16.9;75.8;5.9;.6;
2023-06-01;.2;23.2;18.4;14.3;84.2;3.3;.5;
2023-06-02;.2;26;19;13.2;75.4;4.9;.5;
2023-06-03;0;26;19.2;14;73;9.2;1.1;
2023-06-04;.2;26.8;18;12.5;78.3;4.1;.5;
2023-06-05;0;25.2;18.9;13.8;78.5;10.1;1.5;
2023-06-06;0;24;20.2;17.3;76.5;7.9;1.4;
2023-06-07;.2;26.7;19.9;15.1;77;4.8;.4;
2023-06-08;.2;25.9;19.2;13.9;78.5;6;.7;
2023-06-09;0;28.1;20.7;15.5;73.9;7.9;1.1;
2023-06-10;.2;31.8;22;14.2;63.7;6;.8;
2023-06-11;0;25.3;19.6;19.3;75.8;11.8;2.6;
2023-06-12;18.4;16.8;13.9;12.9;83.8;8.3;.9;
2023-06-13;5.6;16.9;14.2;12;69.3;12.3;1.4;
2023-06-14;11.6;17.1;15.2;12.7;88.3;7.9;2.1;
2023-06-15;38.2;21;17.9;15.5;91.1;7.9;1.8;
2023-06-16;27.8;24.2;19.5;15.2;59.3;13.8;2.2;
2023-06-17;0;20.5;16.2;11.7;71.6;6.8;1;
2023-06-18;0;18.6;14.7;10;64.1;8.1;.7;
2023-06-19;0;19.9;13.5;7.7;71.1;6.8;.7;
2023-06-20;0;22.6;17;11.7;65.3;7.7;1.2;
2023-06-21;0;23.3;17.8;12.4;75.7;7.2;1.1;
2023-06-22;.2;23.1;20;17.4;79.1;5.7;1.1;
2023-06-23;2.6;21.3;18.5;17.1;84.5;6.9;.9;
2023-06-24;8;27.8;20.6;15.1;74.3;5.8;.6;
2023-06-25;0;31.7;22.6;17;70.2;6.2;.8;
2023-06-26;0;28.1;21.7;16.1;73.5;5.3;.8;
2023-06-27;0;30.4;22;16.2;70.5;5.5;.8;
2023-06-28;0;30.3;21.8;15.8;62.8;12.3;1.5;
2023-06-29;0;19.6;17.5;16.8;64;12.8;1.5;
2023-06-30;0;21.3;17.1;12.7;70;4.7;0;
2023-07-01;.2;21.4;17.8;14;80.5;6.7;.2;
2023-07-02;0;22.1;17.5;13.4;84.3;0;0;
2023-07-03;0;20;18.2;16.4;83.8;5.5;.2;
2023-07-04;.6;23.5;18.9;14;72.9;6.1;.7;
2023-07-05;0;23.8;18.1;13.2;73.6;7.1;.9;
2023-07-06;0;26.2;19;13.4;75.5;8;.7;
2023-07-07;0;22.8;20;17.5;78.6;9.1;1;
2023-07-08;19.6;24.5;19.4;18.1;83.5;9;1.7;
2023-07-09;0;21.2;18.9;16.8;74.7;9.3;.7;
2023-07-10;14.2;22.4;19.4;17.7;84.7;6.6;1.2;
2023-07-11;8.8;19.3;17.8;17.3;88.8;8.2;1;
2023-07-12;37.8;20.2;18.5;17.2;92.9;5.7;.3;
2023-07-13;17.4;24.2;20.1;17.4;56.4;16.5;2.5;
2023-07-14;0;19.3;15.8;12.5;60.4;7.3;.2;
2023-07-15;0;19.7;15.2;10.3;74.6;7.4;0;
2023-07-16;0;21;16.1;11.4;76.6;7.8;.5;
2023-07-17;0;17.5;15.9;15.2;77.3;9.5;1;
2023-07-18;.8;15.1;13.6;12.2;69.2;11.5;.8;
2023-07-19;0;17.4;14.9;12;67;7;.3;
2023-07-20;1.8;19.9;16.3;13.9;84.1;4.7;0;
2023-07-21;1.8;23.1;19.6;14.9;80.6;8.1;.4;
2023-07-22;.6;23;20.3;18.3;81;7.5;.6;
2023-07-23;0;24.5;20.8;18.1;78.3;7.5;1.7;
2023-07-24;0;24.2;20.1;17.7;84.2;6.5;1.1;
2023-07-25;.2;24.8;20.2;18.6;84.7;7.1;1.2;
2023-07-26;0;26.3;20.8;18.8;81.9;8;1.8;
2023-07-27;1.4;20.4;18.1;17.5;74.4;11.9;3.4;
2023-07-28;0;18.8;16.7;15;77.9;11.9;1.8;
2023-07-29;1.4;20;15.7;10.5;64.3;10.6;2;
2023-07-30;0;22;15.3;9;74.5;9;1.3;
2023-07-31;.2;24.1;17.2;11.8;76.4;6.8;.6;
2023-08-01;.2;24.3;17.7;12.2;76.8;8.1;1.1;
2023-08-02;0;23.6;18.3;12.8;80.9;7.5;1.1;
2023-08-03;.2;27.3;18.7;12.9;80.8;11;1.2;
2023-08-04;0;25.8;21.2;16.9;72.4;9.8;1.8;
2023-08-05;0;23.8;20.2;16.7;82.8;6.8;1.5;
2023-08-06;0;24.3;20.6;18.7;78.5;10.7;1.8;
2023-08-07;0;28.7;19.9;15.9;80;17.3;2.1;
2023-08-08;5;19;17.6;15.8;71.7;11.7;1.3;
2023-08-09;2.6;18.2;16.5;15.2;90;8.3;0;
2023-08-10;26.6;23.9;20.1;15.8;87.5;7.9;.2;
2023-08-11;6;26.2;20.7;18.4;75.1;8.6;.2;
2023-08-12;8.8;19;17.4;16.7;81.7;12.2;1.1;
2023-08-13;.2;16.7;14.7;13;61.3;11.8;.8;
2023-08-14;0;21.8;16.1;10.3;73.6;7.5;.4;
2023-08-15;0;24.1;17.8;12.1;78.3;7.7;.8;
2023-08-16;0;25.4;21.2;18.5;77;7.6;1.6;
2023-08-17;0;25.5;21.6;19.8;81.8;8.7;2.4;
2023-08-18;0;28.2;22;18.9;81.2;11.5;2.3;
2023-08-19;25.2;20.1;18.2;17;78.9;11.5;1.9;
2023-08-20;2;24.7;19;12.6;73.7;8.2;1.2;
2023-08-21;.2;23.7;19.5;16.4;82.1;6;1;
2023-08-22;0;24.2;20;15.3;80.6;13.7;1.5;
2023-08-23;.2;28.9;23.8;20.7;71.8;10.5;1.8;
2023-08-24;0;22.1;19.2;20.2;84.8;16.6;3.2;
2023-08-25;34.6;17.7;15.8;13.5;70;11.7;.8;
2023-08-26;3.4;19.1;14.9;10.3;56.4;11.7;1.2;
2023-08-27;0;16.3;13.5;9.9;63.1;12.5;1.9;
2023-08-28;0;18.5;13.3;8;64.7;8;.5;
2023-08-29;0;20.5;15;10.3;75;0;0;
2023-08-30;3.6;22.6;18;15.3;84.3;4.8;.2;
2023-08-31;0;25.2;19.7;15;76.2;6.4;.9;
2023-09-01;0;23.9;18.6;14.7;79.1;8.8;1.1;
2023-09-02;0;20.8;18.8;16.7;85.5;7.9;.9;
2023-09-03;2.2;22.1;19.2;16.9;88.3;6.4;1.1;
2023-09-04;19.4;25.2;21.4;19.4;87.2;7.7;.9;
2023-09-05;2;23;19.8;19;76;12;3.7;
2023-09-06;0;21.3;17.1;12;72.3;11.5;1.2;
2023-09-07;.2;21.8;19.4;16.5;78;8.7;1.2;
2023-09-08;.2;25;21;18.8;79.9;8.3;1.4;
2023-09-09;.6;21.5;19.5;18.3;87.3;7.5;1;
2023-09-10;2.8;22;19.4;18;83;7.6;1.4;
2023-09-11;.2;25.8;20.8;17.7;79.7;8.9;2.2;
2023-09-12;0;27.3;22.1;18.6;80.2;13.4;2.4;
2023-09-13;0;23.6;20.9;18.2;80.9;9.2;1.1;
2023-09-14;.6;23.3;20.1;18;62.8;10.8;2.4;
2023-09-15;0;21.5;16;9.8;61;8.8;1.3;
2023-09-16;0;24.3;19.7;15.5;69.3;10.9;2.1;
2023-09-17;0;31.8;21.5;16.1;73.8;8;2;
2023-09-18;0;28.5;22.6;18.2;78;8.2;2;
2023-09-19;6.8;27;22.4;19.5;80.7;10.5;1.6;
2023-09-20;8;28.1;23.3;20.7;79.1;6.7;.3;
2023-09-21;0;26.8;23.4;21.9;76.4;11.2;.9;
2023-09-22;0;28.2;23;20.8;79;12.1;.5;
2023-09-23;.4;24.4;21.9;19.1;85.5;10.5;.1;
2023-09-24;0;28.4;22.9;21.5;79.8;14;1.6;
2023-09-25;3.4;21.8;20.1;20.3;82.6;12;.6;
2023-09-26;19.4;21.5;19.9;18.4;92.4;6.3;0;
2023-09-27;null;22.2;null;null;null;null;null;
2023-09-28;null;21.4;null;null;66.3;11;null;
2023-09-29;.8;22;19.1;16.6;79.7;6.7;.1;
2023-09-30;7;22.5;19.9;18.4;87;6;0;
2023-10-01;7;21.3;19;17.4;81.8;12.2;2.6;
2023-10-02;0;18.2;17.5;17;69.3;11.3;1.9;
2023-10-03;0;23.1;18.4;15.2;68.3;7.2;.5;
2023-10-04;36.8;22.1;19.2;17.9;87;7.7;.6;
2023-10-05;23.2;20.7;19;18.2;78.5;9.1;1.3;
2023-10-06;2;20.7;18.3;16.6;88.1;1.3;0;
2023-10-07;48.2;21.6;20.3;17.4;92.3;10.1;0;
2023-10-08;46;20.8;18.9;18.2;91.5;6;0;
2023-10-09;65;21.8;19.6;18.1;85.9;10;1.6;
2023-10-10;0;24.3;20.2;17.1;74.9;7.5;.8;
2023-10-11;0;24.9;21.8;19.3;76.7;8.4;1.6;
2023-10-12;58.6;21.2;18.5;17.1;89.3;12.6;2;
2023-10-13;12.6;18.5;17.3;16;72.9;10.1;1.4;
2023-10-14;0;20;17;14.7;79.2;5.3;0;
2023-10-15;1.4;22.5;18.2;15.8;84.2;6.8;.1;
2023-10-16;4;22.2;19.6;18.2;89.9;6;0;
2023-10-17;29;26.7;21.7;19.1;77.8;11.7;.6;
2023-10-18;.2;20.4;18.7;17.5;74.2;10.2;1.2;
2023-10-19;.4;19.8;18.1;16.8;77.5;6.4;0;
2023-10-20;0;22.6;19.1;15.7;74.1;5.9;0;
2023-10-21;.2;23.9;20.1;17.7;79.1;6.2;0;
2023-10-22;0;24.2;21.2;19.1;74.6;10;1.6;
2023-10-23;0;26.1;22.3;20.5;76.3;9.8;1.9;
2023-10-24;0;28;23.5;21.1;77.3;10.9;2;
2023-10-25;0;24.6;21.6;20.2;72.3;13.1;3;
2023-10-26;0;20.3;19.4;18.9;75.9;7.3;1.8;
2023-10-27;0;21.1;19.1;17.3;78.9;10;.9;
2023-10-28;9.8;21.7;20.8;18.7;92.2;7.2;1;
2023-10-29;55;31.1;23.9;20.8;81;8.5;1.6;
2023-10-30;6.8;29.5;23;19.9;79.5;7.1;.8;
2023-10-31;13.4;22.6;21.4;20.9;88.5;8.5;2.2;
2023-11-01;.8;23.2;21;19.6;81.8;8.7;2.4;
2023-11-02;12;22.9;19.7;18.4;84.9;7.7;1.2;
2023-11-03;37.4;23.8;20.5;18.6;89.8;9;1.3;
2023-11-04;14.6;25.5;20.8;16.1;56.4;10.6;2.1;
2023-11-05;0;24.3;19;12.1;64.6;9.4;1.4;
2023-11-06;0;24.8;19.7;15;67.5;7.6;.4;
2023-11-07;0;24.8;21.6;18.8;60.5;10.7;1.2;
2023-11-08;0;26.8;22.8;19.5;69;11.8;.9;
2023-11-09;0;26.2;22.7;20.3;80.2;12.2;2.1;
2023-11-10;0;26;22.6;20.4;73;10.5;.4;
2023-11-11;1.4;26.9;23.6;21.7;82.6;9.7;.4;
2023-11-12;6.8;30.8;25.1;20.9;75.4;9.9;1.5;
2023-11-13;0;28.8;24;22.3;83.4;10.9;.6;
2023-11-14;13;24.5;23.1;22.8;87.4;6.5;0;
2023-11-15;7.6;26;23;20.7;82.7;7.2;0;
2023-11-16;42.6;23.6;22.3;21.9;89;10.3;0;
2023-11-17;58.8;22.3;21.5;21;90.8;6.2;0;
2023-11-18;37.4;28.6;23.9;20.5;81.7;11.1;.3;
2023-11-19;1.8;24.8;21.9;18.3;75.9;9;.9;
2023-11-20;0;27.1;22.6;19.5;67.9;7.4;.2;
2023-11-21;0;29.9;24.5;19.7;70.5;10.9;.8;
2023-11-22;0;32.6;25.5;22.4;78.6;10.2;.6;
2023-11-23;11.8;24.8;23.3;22.4;81.7;12.1;2.6;
2023-11-24;0;26.2;22.1;17.1;64.9;10.8;1.2;
2023-11-25;0;25.1;21.5;16.7;64.3;8.6;1;
2023-11-26;0;25.9;22;18.7;71.4;8.2;.4;
2023-11-27;4.4;26.2;22.1;20;85.3;8.7;.2;
2023-11-28;50.2;23.3;21.5;21.4;90.3;8.9;.2;
2023-11-29;108.6;25.5;22.5;20.5;88.3;9.9;.8;
2023-11-30;.4;27.9;24;20.6;81.8;8.3;.3;
2023-12-01;0;27;24.2;21;80.6;5.8;0;
2023-12-02;0;29.5;25.9;23.1;78.8;9.5;.8;
2023-12-03;0;29.4;25.8;23.8;82.8;7.8;.4;
2023-12-04;0;28.7;25.1;23.5;81.1;13.8;2;
2023-12-05;1;23;22.1;21.4;90.3;11.7;.5;
2023-12-06;18.2;29;24.9;21.8;84.7;8.4;.3;
2023-12-07;1.2;33.9;27.3;24.9;76.9;7.4;.2;
2023-12-08;7.4;24.4;22.7;19.8;74.5;11.9;2.1;
2023-12-09;0;24.5;21;19.5;72.8;8.6;.1;
2023-12-10;2.2;21.8;20.2;18.7;88;6.3;.1;
2023-12-11;16.2;26;21.9;19.2;80.3;5.3;0;
2023-12-12;.8;28.5;24;19.6;70.8;7.9;.2;
2023-12-13;.2;29.2;25;20.2;69.2;10.9;.7;
2023-12-14;0;28.3;25.7;23.6;74;8.7;.4;
2023-12-15;0;29.8;26.7;24.2;74.5;9.1;.5;
2023-12-16;0;30.7;27.2;24.3;74.8;8.6;.5;
2023-12-17;0;30.8;27.5;24.9;74.8;9.9;.5;
